shidu,wendu,shineiwendu,ziwaixian,fushe,fengsu,fengxiang
96,13.709,18.6,-55.403,0,0,73
96,13.744,18.8,-55.457,0,0.703,70.496
96.64,13.772,18.9,-55.324,0,0.906,81.352
96.996,13.925,19,-55.38,0,2.016,84.14
97.032,14.136,19,-55.395,0,1.508,84.46
96.996,13.749,19.1,-55.457,0,1.508,134.92
96.64,13.375,19.1,-55.323,0,1.008,87.14
97,13.192,19,-55.481,0,0,42
97,13.461,19.2,-55.271,0,0,106.5
97,13.475,19.2,-55.496,0,0,11.188
97.5,13.689,19.3,-55.35,0,0,2.797
97.568,13.762,19.4,-55.485,0,0.504,44.82
97.924,13.967,19.4,-55.472,0,1.211,73.068
97.924,14.167,19.4,-55.33,0,0.906,109.852
97.924,14.179,19.4,-55.395,0,1.711,84.388
98.496,14.253,19.4,-55.45,0,0.906,92.852
98.032,14.839,19.5,-55.454,0,1.914,101.316
98.424,15.328,19.6,-55.27,0,1.508,87.46
98.032,15.717,19.8,-55.393,0,2.016,157.28
98.46,16.446,19.9,-55.437,0,2.016,81.14
98.496,16.949,20.1,-55.259,0,1.406,118.496
98.388,17.07,20.4,-55.313,0,2.625,103.532
98.14,17.19,20.4,-55.432,0,2.922,140.456
98.46,17.3,20.5,-55.321,0,2.625,157.064
98.316,17.282,20.6,-55.38,0,2.422,115.068
97.532,17.416,20.7,-55.295,0,2.422,120.568
97.568,17.453,20.8,-55.295,0,2.422,120.568
97.14,17.735,20.9,-55.308,5.997,1.716,115.388
97.424,17.642,21.2,-55.473,11.994,2.322,109.836
97.424,17.906,21.7,-55.283,47.975,0.404,112.424
96.068,18.247,22.5,-55.403,59.975,1.512,120.96
94.924,18.871,24.1,-55.36,107.95,0.807,81.424
95.496,18.416,23.4,-55.437,23.988,0.807,129.848
95.424,18.485,23.2,-55.469,35.975,0.807,101.424
94.424,18.743,23,-55.444,53.975,0.506,101.14
92.424,19.189,23.3,-55.459,59.975,0.506,137.28
90,19.57,24.5,-55.494,149.9,1.216,75.568
88,20.248,26.5,-55.317,167.9,0.202,162.848
87.5,20.56,28,-55.491,215.9,0.403,0
86,20.585,25.7,-55.406,41.975,0.202,287.696
87.5,20.188,23.7,-55.259,35.975,0,154
90.5,19.596,22.9,-55.296,11.994,0.404,56.212
93.5,19.275,23.3,-55.492,47.975,0,89.5
94,19.273,22.7,-55.294,0,0,87
93.64,16.344,21.5,-55.462,0,0.906,287.408
95.104,15.531,20.5,-55.47,0,1.812,247.704
95.388,14.699,19.7,-55.452,0,3.016,287.84
95.888,13.977,18.9,-55.472,0,2.109,295.488
94.888,13.604,18.1,-55.327,0,2.312,255.672
93.372,13.504,17.6,-55.299,0,3.734,282.336
92.924,13.236,17.4,-55.427,0,4.438,264.416
91.032,13.048,17,-55.334,0,3.938,268.192
90.764,12.805,16.8,-55.479,0,3.734,278.336
91.852,12.466,16.7,-55.383,0,3.734,292.336
92.264,12.114,16.6,-55.302,0,2.719,287.056
92.764,10.96,17.1,-55.477,0,4.125,309.024
92.14,10.391,17.5,-55.355,0,2.625,278.128
92.96,10.185,17.7,-55.405,0,2.016,324.56
91.924,10.152,17.8,-55.458,0,3.125,310.768
91.068,10.18,18,-55.341,0,1.609,289.696
91.068,10.121,18.2,-55.43,0,1.711,357.552
90.996,10.03,18.2,-55.456,0,1.312,280.128
90.14,10.06,18.3,-55.339,0,0.805,331.696
90.424,10.144,18.3,-55.341,0,1.609,283.696
89.996,10.09,18.4,-55.484,0,1.914,317.264
88.996,10.03,18.4,-55.456,0,1.711,287.552
88.924,10.085,18.5,-55.259,0,0.703,317.984
89,10.074,18.5,-55.366,0,0.101,269.696
89.5,10.106,18.7,-55.313,0,0.201,287.696
90.568,10.088,18.7,-55.259,0,1.211,278.272
91.424,10.043,18.6,-55.285,0,0.402,321.696
91.924,10.067,18.6,-55.366,0,1.211,308.272
91.424,9.998,18.6,-55.482,0,1.109,286.416
92.64,9.779,18.4,-55.441,0,0.805,307.696
92.068,9.931,18.5,-55.336,0,1.312,302.128
92.924,9.971,18.5,-55.418,0,0.201,359.696
92.924,9.948,18.6,-55.418,17.988,1.615,317.696
91.996,9.919,18.8,-55.443,11.994,1.614,297.696
91.14,9.829,19,-55.309,41.975,0.608,280.272
88.496,9.96,18.2,-55.311,35.975,1.513,315.84
87.64,10.007,18.4,-55.392,47.975,2.432,286.272
91.924,8.596,17.3,-55.342,35.975,1.716,309.552
93.924,8.183,16.5,-55.351,35.975,1.513,309.84
90.14,8.287,18,-55.3,59.975,1.918,261.264
87.924,8.649,19.2,-55.263,83.95,1.013,300.56
87.604,8.265,19,-55.364,29.988,1.715,317.552
91.924,7.969,18.6,-55.484,29.988,0.908,287.408
85.496,7.488,18.3,-55.297,23.988,1.317,296.128
80.996,7.199,18.1,-55.411,59.975,1.613,341.696
78.068,7.471,19.3,-55.297,53.975,1.512,317.84
77.568,7.667,19.2,-55.378,47.975,0.608,67.068
75.068,7.756,19.7,-55.312,41.975,2.12,64.872
74.14,7.553,19.5,-55.481,35.975,1.818,317.408
74.568,7.298,18.7,-55.451,11.994,0.706,341.984
75.924,6.851,17.9,-55.469,0,0.605,322.272
76.568,6.345,17.1,-55.41,0,1.211,322.272
75.996,6.148,16.5,-55.259,0,1.109,324.416
78.14,5.644,16.1,-55.435,0,0.504,302.56
80.924,5.211,15.8,-55.432,0,0.504,308.56
82.5,4.741,15.7,-55.251,0,0,314
85,4.457,15.5,-55.493,0,0,310
85.5,4.17,16.1,-55.478,0,0.402,289.696
86.5,4,16.1,-55.276,0,0.303,307.696
86.424,4.045,16,-55.474,0,0.703,301.984
86.424,3.886,16,-55.464,0,0.101,303.696
86.14,3.591,16,-55.301,0,0.805,303.696
85.424,3.46,15.9,-55.293,0,0.605,294.272
85.14,3.47,15.8,-55.47,0,0.906,287.408
83.996,3.525,15.7,-55.403,0,0.906,307.408
81.852,3.885,15.6,-55.464,0,1.406,287.984
81.14,3.711,15.5,-55.309,0,1.312,296.128
82.496,3.412,15.6,-55.359,0,1.008,292.56
83.352,3.224,15.5,-55.411,0,1.312,292.128
82.568,3.356,15.2,-55.462,0,2.312,317.344
82.924,3.416,15.1,-55.359,0,1.109,314.416
83.068,3.063,15.1,-55.433,0,1.711,297.552
83.852,2.778,15.1,-55.44,0,1.406,303.984
84.424,2.513,15,-55.461,0,0.805,307.696
83.64,2.588,15,-55.321,0,0.703,289.984
85.068,2.126,14.9,-55.351,0,0.703,309.984
85.424,2.128,14.7,-55.351,0,0.805,307.696
85.996,2.134,14.6,-55.351,0,1.109,300.416
86.852,2.165,14.7,-55.278,5.997,0.909,303.408
86.14,2.39,15.1,-55.41,29.988,0.705,311.984
82.14,4.149,16.2,-55.386,131.9,1.115,294.416
79.924,5.038,18,-55.464,215.9,1.114,324.416
76.568,6.236,19,-55.299,275.8,2.027,286.56
75.496,6.408,20.8,-55.359,329.8,2.323,295.344
73.14,7.451,24.2,-55.44,383.8,2.228,292.416
69.068,8.403,25.6,-55.366,455.8,2.227,356.416
68.068,7.891,20.1,-55.337,143.9,1.115,2.8
66.568,7.594,16.5,-55.301,83.95,1.013,314.56
63.284,8.093,17.4,-55.27,137.9,0.909,293.408
61.712,7.731,16.1,-55.327,143.9,1.412,2.812
59.57,7.858,17.9,-55.352,125.95,1.113,2.8
61.212,7.723,17.4,-55.455,131.9,2.121,279.488
60.552,7.508,17.2,-55.496,65.95,1.818,325.408
56.82,7.535,17,-55.352,101.95,1.317,22.383
57.534,7.548,16.3,-55.481,77.95,1.013,356.56
57.462,7.256,15.4,-55.488,23.988,0.101,61.962
57.534,7.123,14.4,-55.499,29.988,1.012,350.56
59.712,6.995,13.8,-55.26,17.988,1.513,47.98
60.5,6.715,13.3,-55.373,0,0.402,5.62
62.462,6.514,13,-55.292,0,0.402,16.856
61,6.594,14.9,-55.44,0,0,320
62.25,6.167,15.1,-55.351,0,0.504,11.205
66,5.594,15.2,-55.38,0,0,16.75
67.5,4.964,15.7,-55.317,0,0,16.75
70.924,4.5,15.9,-55.441,0,1.008,16.785
69.5,4.677,15.8,-55.302,0,0,324
71.5,4.398,16,-55.416,0,0.402,363.696
72.5,4.319,16.1,-55.467,0,0,8.375
74.5,3.944,16.3,-55.404,0,0,2.797
76.5,3.391,16.4,-55.395,0,0,2.797
80,2.706,16.4,-55.33,0,0,2.797
81.5,3.138,16.6,-55.33,0,0,2.797
80,3.625,16.9,-55.448,0,0,2.797
77.424,3.478,17,-55.256,0,0.504,2.801
78.924,3.748,17,-55.279,0,0.101,273.696
78.924,4.075,17,-55.331,0,0.805,269.696
79,4.477,17.2,-55.456,0,0,264
77.068,4.852,17.3,-55.276,0,0.703,301.984
78.5,4.678,17.4,-55.43,0,0.703,301.984
78.068,4.769,17.3,-55.343,0,0.303,260.272
78.5,4.638,17.5,-55.445,0,0.504,247.28
78,4.452,17.6,-55.493,0,0,250
80,4.021,17.6,-55.276,0,0,250
80.5,3.741,17.6,-55.492,0,0,258
79,4.466,17.7,-55.258,0,0,260
81.424,4.828,17.7,-55.291,0,0.201,120.924
81.5,4.925,17.2,-55.332,0,0,123.5
79.5,5.099,16.7,-55.413,0,0,286
78.924,4.544,16.9,-55.405,17.988,1.013,272.56
77.5,5.018,17,-55.372,23.988,0,260
77.424,5.033,17.4,-55.336,71.95,0.507,264.56
74,6.169,17.8,-55.458,71.95,0.507,292.56
71.068,6.412,18.8,-55.359,113.95,0.304,260.272
72.424,6.689,19,-55.373,59.975,0.807,301.696
72.14,6.911,19.5,-55.418,131.9,0.808,265.696
72.996,7.401,19.5,-55.385,131.9,1.115,278.416
73.496,7.039,18.9,-55.315,77.95,1.412,283.984
76.568,6.684,17.5,-55.281,53.975,1.012,280.56
81.14,6.399,16.9,-55.395,35.975,1.716,323.552
84.64,6.065,16.5,-55.31,29.988,1.215,282.272
84.352,6.199,16.7,-55.421,29.988,1.715,265.552
84.568,5.879,17,-55.358,11.994,1.216,280.272
84.568,5.983,17.1,-55.377,23.988,3.338,322.624
86.852,5.845,17.1,-55.479,11.994,2.635,258.128
87.852,5.784,17.1,-55.317,11.994,1.013,300.56
89.068,5.674,17,-55.292,5.997,1.317,322.128
89.424,5.493,16.9,-55.318,0,1.008,292.56
90.424,5.776,16.9,-55.439,0,1.008,292.56
90.64,5.813,17,-55.281,0,1.711,287.552
91.496,5.703,16.9,-55.49,0,1.812,267.408
92.568,5.728,17,-55.369,0,1.008,292.56
92.14,5.948,17.6,-55.306,0,1.609,317.696
91.924,5.846,17.9,-55.266,0,1.312,322.128
92.924,5.743,18,-55.475,0,1.711,303.552
92.568,5.891,18,-55.358,0,0.303,336.272
92.924,5.67,17.8,-55.292,0,0.504,268.56
92,6.16,17.8,-55.351,0,0.402,363.696
88.568,6.464,17.7,-55.451,0,0.805,297.696
90.14,6.164,17.6,-55.351,0,1.008,308.56
90.924,6.146,17.6,-55.366,0,0.504,322.56
86.568,6.121,17.4,-55.274,0,1.312,272.128
88.424,5.674,17.2,-55.42,0,1.711,355.552
89.568,5.384,17,-55.406,0,1.211,8.383
91.424,5.319,17,-55.457,0,1.711,335.552
91.14,5.153,16.9,-55.376,0,0.605,314.272
90.496,4.902,16.7,-55.475,0,2.109,325.488
90.604,4.664,16.7,-55.302,0,1.812,351.408
90.996,4.737,16.5,-55.486,0,2.312,341.344
90.924,4.714,16.5,-55.394,0,4.031,336.56
90.068,4.422,16.4,-55.38,0,1.812,273.408
88.496,4.379,16.5,-55.288,0,2.516,2.806
87.604,4.271,16.6,-55.284,0,1.609,337.696
86.532,4.131,16.6,-55.493,0,1.406,355.984
85.496,4.031,16.6,-55.489,0,2.016,342.56
84.924,3.961,16.6,-55.368,0,1.211,340.272
83.852,3.907,16.6,-55.434,0,2.922,288.912
84.352,3.695,16.4,-55.345,11.994,1.216,322.272
87.068,3.337,15.4,-55.455,11.994,2.025,310.56
87.924,3.597,15.3,-55.478,95.95,2.228,344.416
85.424,4.053,15.8,-55.346,119.95,1.613,321.696
86.996,3.567,15.9,-55.337,107.95,1.114,2.8
82.924,4.13,18.2,-55.386,203.9,2.728,341.056
73.888,5.075,20.4,-55.321,251.9,2.023,294.56
65.496,5.415,20,-55.262,251.9,2.227,328.416
64.496,5.54,18.6,-55.373,131.9,1.615,283.696
63.498,4.903,15,-55.475,107.95,2.228,308.416
61.73,5.53,20.3,-55.41,107.95,2.025,310.56
61.07,5.025,15.5,-55.265,83.95,2.229,328.416
60.926,5.442,19.1,-55.354,167.9,1.615,287.696
58.82,4.845,17.5,-55.276,95.95,1.919,289.264
59.668,4.977,17.8,-55.387,59.975,3.946,300.192
61.57,4.962,17.9,-55.317,89.95,1.919,311.264
58.516,4.571,16.8,-55.497,47.975,3.432,329.552
55.73,3.829,14.8,-55.317,11.994,2.228,274.416
55.57,3.144,13.1,-55.294,0,2.422,292.272
56.07,2.714,11.9,-55.33,0,1.008,324.56
58.462,2.175,12,-55.498,0,1.109,328.416
58.57,1.966,12.3,-55.318,0,1.508,363.84
59.784,1.585,12.5,-55.434,0,0.906,307.408
61,1.215,12.2,-55.478,0,0.504,328.56
63.462,0.947,12.1,-55.444,0,0.201,269.696
67.424,0.36,12.1,-55.442,0,0.303,268.272
68.424,0.248,11.9,-55.423,0,0.703,297.984
68.5,0.176,11.9,-55.466,0,0.703,295.984
66.924,0.529,11.9,-55.363,0,2.109,315.488
62.82,0.882,11.8,-55.251,0,1.711,297.552
63.82,0.698,12,-55.379,0,1.211,280.272
61.07,0.517,12.7,-55.258,0,1.008,296.56
62.802,0.136,12.8,-55.462,0,1.508,289.84
63.962,-0.008,12.9,-55.25,0,0.805,297.696
61.676,0.249,13.1,-55.423,0,1.609,287.696
65.568,-1.313,13.1,-55.279,0,1.008,258.56
68.924,-1.03,13.1,-55.472,0,0.703,259.984
70.924,-1.615,13,-55.264,0,1.312,264.128
73.068,-1.677,12.9,-55.486,0,0.805,273.696
72.5,-1.123,12.8,-55.292,0,0.703,275.984
73,-2.394,12.7,-55.361,0,0,280
72.64,-2.185,12.6,-55.443,0,0.906,227.704
72.424,-2.023,12.5,-55.251,0,1.312,268.128
71.924,-1.693,12.4,-55.413,0,0.805,283.696
71,-1.96,12.5,-55.458,0,0,244
71.568,-2.933,12.3,-55.406,0,1.211,278.272
70.852,-2.443,12.2,-55.295,0,1.406,275.984
69.14,-1.904,12.5,-55.414,23.988,0.807,259.696
65.924,-0.021,14,-55.469,125.95,1.613,265.696
60.32,1.108,16,-55.303,209.9,1.512,265.84
54.57,2.069,16.9,-55.454,257.8,1.92,295.264
49.194,3.12,19.5,-55.367,323.8,2.323,293.344
46.926,3.569,20.9,-55.337,335.8,2.729,317.056
45.712,4.165,24,-55.478,425.8,1.114,286.416
45.516,4.277,25.7,-55.391,437.8,2.728,301.056
47.248,4.085,25.4,-55.331,89.95,2.432,288.272
46.694,4.76,20.8,-55.449,131.9,1.818,309.408
45.73,4.776,18.7,-55.449,173.9,2.432,342.272
46.998,5.026,18.3,-55.265,203.9,1.919,267.264
46.284,5.256,19.4,-55.273,191.9,1.919,301.264
46.748,5.281,20,-55.365,155.9,1.115,280.416
45.962,5.244,19,-55.417,107.95,2.228,282.416
47.176,4.938,17.3,-55.423,59.975,2.227,288.416
45.926,4.748,16.3,-55.486,41.975,1.411,303.984
45.998,4.592,15.3,-55.497,23.988,1.216,316.272
47,4.459,14.7,-55.386,29.988,0,308
48.962,4.007,13.9,-55.382,0,0.201,323.696
50.25,3.75,13.2,-55.279,0,0,320
52.5,2.871,14.6,-55.308,0,0.303,264.272
55.32,1.862,15.1,-55.407,0,0.605,278.272
55.462,2.082,15.5,-55.417,0,0.402,265.696
56.212,2.176,15.7,-55.284,0,1.406,255.992
58.75,2.199,16,-55.462,0,0.101,247.848
59.25,3.042,16.2,-55.463,0,0,250
58,3.23,16.3,-55.411,0,0,314
60.25,2.949,16.4,-55.425,0,0,296
61.57,2.752,16.4,-55.477,0,0.703,325.984
62,2.555,16.2,-55.351,0,0.101,297.696
62.25,2.31,16.4,-55.335,0,0,244
64.424,2.178,16.6,-55.498,0,0.101,244.848
64.5,2.054,16.7,-55.49,0,0,244
64.5,1.736,16.7,-55.391,0,0,244
68,1.864,16.6,-55.407,0,0,247
65,1.726,16.6,-55.378,0,0,255
65,1.83,16.7,-55.467,0,0.805,255.848
65,1.79,16.8,-55.435,0,0,255
65.5,1.721,16.8,-55.378,0,0,255
71,1.756,16.8,-55.318,0,0,252
74.5,1.741,16.9,-55.391,0,0,224
78,1.441,16.9,-55.405,0,0,213
73.5,1.831,16.8,-55.467,0,0,213
78,1.418,16.7,-55.301,0,0,210
77,0.752,16.5,-55.469,0,0,210
76,0.263,16,-55.295,0,0,207
75.5,0.249,15.9,-55.423,0,0,207
78.5,0.149,16,-55.38,29.988,0,207
77.5,1.617,17,-55.289,89.95,0,207
69,3.235,18.6,-55.375,155.9,0,207
65.5,1.721,20.2,-55.378,0,0,255
59.784,5.146,22.5,-55.376,275.8,0.909,295.408
56.712,6.264,25.3,-55.263,317.8,1.615,265.696
53.462,6.632,26.6,-55.318,347.8,1.614,247.848
54.32,6.801,25.4,-55.414,335.8,0.608,288.272
55.962,7.014,23.2,-55.351,185.9,1.513,275.84
55.212,7.252,22.1,-55.253,173.9,1.013,266.56
53.784,7.437,20.7,-55.455,149.9,0.608,264.272
52.712,7.521,19.8,-55.282,197.9,2.431,316.272
50.25,7.888,19.6,-55.337,131.9,0.808,275.696
50,7.936,21.8,-55.301,137.9,0.101,98.424
46,8.543,22.6,-55.261,101.95,0,112
46,7.914,22,-55.301,59.975,0.304,268.272
47.5,7.863,20.9,-55.352,65.95,0.608,300.272
49.75,7.191,18.6,-55.411,17.988,0,300
57.5,6.531,17.2,-55.292,11.994,0,316
60.25,6.079,16,-55.31,0,0,316
65.5,5.226,15.1,-55.31,0,0,316
69.5,4.679,15.3,-55.43,0,0,316
70,4.454,16.2,-55.386,0,0.201,315.696
74,3.81,16.6,-55.39,0,0.101,317.696
75.924,3.629,16.8,-55.448,0,0.101,317.696
76.5,3.165,16.8,-55.257,0,0,316
78.5,3.04,16.8,-55.463,0,0,316
79.5,2.644,16.8,-55.432,0,0,316
82,2.237,16.7,-55.395,0,0,316
83.5,1.881,16.7,-55.334,0,0,316
84.5,1.876,16.7,-55.334,0,0,316
85.5,0.723,16.6,-55.339,0,0,316
86.5,0.823,16.6,-55.412,0,0,14
88,0.432,16.5,-55.329,0,0,25.25
89,0.387,16.3,-55.36,0,0,25.25
88,0.006,16.2,-55.375,0,0,25.25
89.5,-0.302,16,-55.325,0,0,25.25
90.5,-0.456,15.9,-55.399,0,0,25.25
89.5,-0.555,16,-55.273,0,0,25.25
88.5,-1.073,15.9,-55.424,0,0,59
89.5,-0.961,15.9,-55.25,0,0,59
90,-1.106,15.9,-55.364,0,0,70
89.5,-1.109,15.8,-55.364,0,0,70
88,-1.255,15.7,-55.485,0,0.201,70.424
89.5,-1.704,15.7,-55.341,0,0,70
89,-1.51,15.6,-55.353,0,0,73
88.5,-1.352,15.6,-55.397,0,0,73
87.5,-1.885,15.5,-55.487,0,0,73
89.5,-1.619,15.9,-55.442,23.988,0,75.5
87.5,0.36,17,-55.442,83.95,0,75.5
81,1.5,18,-55.45,113.95,0,33.5
77,2.973,19.3,-55.352,155.9,0.101,259.696
73.424,5.17,19.4,-55.361,227.9,0.506,274.56
73.924,6.082,21.2,-55.417,281.8,0.507,286.56
69.64,6.724,22.8,-55.465,233.9,1.817,337.408
64.5,7.467,25.5,-55.333,347.8,0.909,351.408
59.284,8.17,27.4,-55.415,173.9,1.216,282.272
59.462,8.41,23.9,-55.312,167.9,0.608,306.272
57.712,8.791,22.3,-55.436,161.9,0.101,30.981
56,9.029,22.1,-55.461,161.9,1.412,56.248
56.25,9.387,23.1,-55.36,143.9,1.318,30.883
54.75,9.409,24.9,-55.307,137.9,0.101,295.696
55.462,9.413,24.1,-55.36,95.95,1.013,340.56
54.25,9.118,22.6,-55.318,71.95,0.202,359.696
57.462,8.831,21.2,-55.421,59.975,0.608,61.784
57.5,8.616,19.6,-55.395,41.975,0.404,70.424
61.5,8.057,18.2,-55.349,11.994,0,70
65.5,6.857,16.7,-55.362,0,0,70
71,5.696,16.2,-55.384,0,0,70
70.5,5.65,17,-55.328,0,0,19.625
70.924,4.916,17.1,-55.332,0,0.101,33.712
73,4.767,17.2,-55.343,0,0,36.5
75.5,4.322,17.2,-55.339,0,0,36.5
75.5,4.748,17.3,-55.251,0,0,25.25
75.5,4.459,17.3,-55.258,0,0,25.25
79.5,3.757,17.4,-55.456,0,0,25.25
79,3.605,17.4,-55.478,0,0,294
81,3.596,17.5,-55.264,0,0,294
82.5,3.608,17.7,-55.478,0,0,294
84,4.345,17.7,-55.431,0,0,294
85,4.353,17.8,-55.431,0,0,294
87,4.294,17.8,-55.482,0,1.008,292.56
88.64,3.754,17.5,-55.456,0,0.906,301.408
88.924,4.038,17.5,-55.474,0,0.906,307.408
87.568,4.027,17.7,-55.382,0,0.906,255.704
88.5,3.355,17.8,-55.462,0,0,247
88.424,4.062,17.9,-55.346,0,0.906,267.408
88.14,3.997,17.8,-55.295,0,0.605,308.272
88.5,3.879,17.8,-55.25,0,0.703,289.984
88.424,3.894,17.8,-55.47,0,0.605,292.272
87.424,3.982,17.8,-55.331,0,0.703,293.984
86.568,4.128,17.9,-55.386,0,0.605,292.272
86,4.14,17.9,-55.386,0,0,292
86.5,4.136,17.9,-55.28,0,0,278
86.5,4.257,18,-55.391,0,0,221
86.424,4.034,18.1,-55.474,0,0.201,265.696
84.5,3.946,18.2,-55.404,0,0,264
87,4.379,18.5,-55.288,17.988,0,264
85,5.358,19,-55.314,41.975,0,264
78.5,6.678,20.1,-55.281,83.95,0.608,179.136
73.5,6.94,20.6,-55.296,95.95,0.506,112.14
70.5,7.106,20.8,-55.499,41.975,0.706,87.496
70.068,6.963,20.4,-55.296,65.95,1.014,81.14
70.924,6.828,20.1,-55.399,41.975,0.706,98.496
70.068,6.779,19.7,-55.45,35.975,0.909,67.352
70,6.672,19.6,-55.281,23.988,0.706,73.496
70,6.701,19.7,-55.266,17.988,0.404,134.848
70.5,6.674,19.7,-55.41,11.994,0.101,81.424
72.5,6.284,19.6,-55.462,11.994,0,320
74.924,6.416,19.6,-55.359,23.988,0.101,309.696
74.424,6.924,20.4,-55.418,59.975,0.101,355.696
67.568,7.238,19.6,-55.289,47.975,0.807,44.962
66.5,7.123,19.7,-55.392,35.975,1.013,11.205
67.424,6.925,19.3,-55.418,11.994,1.013,28.035
68.424,6.701,18.9,-55.266,5.997,1.716,16.847
69.924,6.51,18.6,-55.399,0,0.605,44.784
71,6.42,18.7,-55.252,0,0.101,28.106
71.924,6.137,18.7,-55.366,0,0.906,36.676
72.424,5.822,18.5,-55.409,0,0.303,344.272
72.5,5.696,18.5,-55.384,0,0,328
73.5,5.524,18.5,-55.41,0,0,328
74,5.479,18.5,-55.425,0,0.101,329.696
76.924,5.285,18.5,-55.258,0,0.201,329.696
77.924,5.271,18.5,-55.38,0,0.402,301.696
78.5,5.056,18.4,-55.336,0,0.201,293.696
79.924,4.993,18.4,-55.28,0,0.906,301.408
78.5,4.872,18.2,-55.49,0,0,342
79,4.468,18,-55.493,0,0,320
81.424,4.138,17.8,-55.386,0,0.703,329.984
80.068,4.292,17.8,-55.482,0,0.605,316.272
80.5,4.189,17.9,-55.335,0,0,310
80.424,4.226,17.9,-55.427,0,0.303,296.272
78.924,4.276,17.8,-55.391,0,0.504,310.56
79,4.062,17.8,-55.346,0,0,310
80.14,3.908,17.8,-55.434,0,0.605,310.272
80.924,3.938,17.8,-55.404,0,0.504,310.56
80.568,3.902,17.8,-55.47,0,0.402,311.696
80.424,3.994,17.8,-55.295,0,0.101,289.696
78.924,4.108,17.8,-55.423,0,0.504,314.56
77.924,4.164,17.8,-55.478,0,0.201,323.696
77.068,4.279,17.7,-55.284,0,0.906,337.408
76.924,4.184,17.7,-55.478,0,0.805,301.696
74.924,4.244,17.7,-55.32,0,1.109,310.416
74.068,4.143,17.7,-55.493,0,1.008,314.56
75.64,3.719,17.6,-55.272,29.988,0.705,303.984
75.996,4.32,18.2,-55.339,77.95,1.013,302.56
72.424,5.001,19.4,-55.265,125.95,1.012,286.56
67.496,5.861,19.4,-55.266,197.9,1.614,301.696
64.568,6.54,21,-55.256,239.9,1.215,314.272
62.962,6.139,19.6,-55.366,59.975,2.118,321.488
64.424,6.379,20.1,-55.267,173.9,2.026,334.56
62.962,6.139,20.5,-55.366,59.975,2.118,321.488
64.64,6.704,19.1,-55.373,65.95,1.115,336.416
64.032,6.399,16.8,-55.395,179.9,3.744,278.336
68.496,6.224,18.1,-55.299,155.9,1.412,341.984
66.496,6.362,17.9,-55.41,47.975,2.932,344.912
63.32,7.42,23.3,-55.455,131.9,1.717,247.776
60.284,7.431,22.9,-55.455,191.9,1.716,329.552
51.48,7.113,21.5,-55.392,119.95,1.613,315.696
66.64,5.713,19.6,-55.384,65.95,2.23,42.052
68.424,5.383,18.4,-55.277,29.988,0.807,47.962
68.14,5.016,17.1,-55.372,23.988,1.317,2.798
69.068,4.691,15.8,-55.287,11.994,0.909,363.408
70.068,4.405,14.7,-55.288,0,0.906,269.408
70.568,4.007,14.1,-55.489,0,0.703,39.498
72,3.233,12.9,-55.411,0,0,342
73,3.109,12.1,-55.367,0,0,342
76.496,2.262,11.4,-55.402,0,1.008,302.56
71.5,2.53,10.7,-55.424,0,0.504,322.56
69.424,1.919,10.1,-55.451,0,0.906,309.408
68.924,1.36,10.9,-55.257,0,0.201,307.696
68.14,0.989,12.6,-55.429,0,0.906,309.408
67.568,0.666,13.2,-55.5,0,0.703,307.984
68.14,0.403,13.3,-55.411,0,1.109,310.416
68.568,-0.05,13.4,-55.312,0,0.906,295.408
70.64,-0.202,13.4,-55.356,0,0.805,307.696
70.5,-0.426,13.5,-55.389,0,0.303,286.272
70.924,-0.904,13.4,-55.411,0,0.504,280.56
72.568,-1.512,13.4,-55.353,0,0.906,279.408
74.424,-1.2,13.3,-55.441,0,0.805,261.696
75,-0.778,13.3,-55.379,0,0,260
76,-1.372,13.3,-55.324,0,0,258
76.424,-1.58,13.3,-55.325,0,0.906,241.704
76.996,-1.748,13.3,-55.458,0,0.906,259.408
76,-1.412,13.1,-55.441,0,0.504,258.56
75.924,-1.078,13.1,-55.424,0,0.402,259.696
75.424,-1.132,13,-55.469,0,0.703,267.984
75.64,-1.742,12.9,-55.281,0,1.312,268.128
76.568,-1.579,12.7,-55.325,0,0.805,265.696
76.924,-2.095,12.6,-55.369,0,0.402,269.696
76.496,-1.88,12.5,-55.309,0,1.008,260.56
76.424,-2.169,12.5,-55.48,0,1.008,268.56
76.424,-1.638,12.7,-55.369,35.975,0.807,269.696
74.14,-0.232,13.7,-55.376,83.95,1.919,269.264
69.852,0.854,14.5,-55.292,137.9,1.615,283.696
68.64,1.258,13.9,-55.345,113.95,0.908,301.408
65.568,2.1,15.7,-55.381,245.9,2.024,280.56
62.784,2.979,19.1,-55.352,299.8,2.433,272.272
58.748,3.564,19.7,-55.337,257.8,1.412,331.984
54.016,3.98,21.4,-55.331,233.9,2.43,308.272
51.284,4.179,20.2,-55.371,197.9,1.919,293.264
50.07,4.289,19.9,-55.482,173.9,2.229,362.416
48.784,4.627,21.9,-55.445,215.9,1.215,274.272
46.98,4.757,24.2,-55.343,209.9,3.837,283.264
47.676,4.371,23.9,-55.431,191.9,2.119,275.488
48.766,4.378,22.8,-55.288,137.9,2.027,306.56
50.48,3.953,20.7,-55.368,101.95,2.322,295.344
52.23,3.808,19.2,-55.39,77.95,1.716,287.552
52.676,3.63,17.7,-55.448,47.975,1.411,309.984
50.712,3.351,16,-55.462,29.988,2.321,343.344
